,ds,y,Lag_Trend_tmax_12,Lag_Trend_tmax_24,Lag_Trend_af_12,Lag_Trend_rain_24,Lag_Trend_sun_24,Lag_Trend_O3_24,Lag_Trend_SO2_24
206,2018-09-01,9.399849999999999,15.820833333333331,15.908333333333333,2.083333333333333,45.575,45.074999999999996,14.37666475338955,7.542636345486111
207,2018-10-01,9.988045833333333,15.629166666666666,16.145833333333332,2.333333333333333,41.84166666666667,45.458333333333336,14.579296659042178,7.452768053352748
208,2018-11-01,9.825254166666667,15.658333333333331,16.275,2.333333333333333,40.25,44.97083333333334,14.529907173565773,7.331104646972073
209,2018-12-01,9.327625,15.708333333333332,16.44583333333333,2.333333333333333,38.474999999999994,43.916666666666664,14.316678241330111,7.270585213392324
210,2019-01-01,8.674233333333333,15.904166666666669,16.575,2.333333333333333,39.599999999999994,43.825,14.801844728001258,7.163611587384259
211,2019-02-01,8.140745833333332,16.195833333333333,16.454166666666666,2.333333333333333,44.225,46.68749999999999,14.93523679397348,7.074864176989993
212,2019-03-01,8.012091666666665,16.37083333333333,16.208333333333332,2.333333333333333,46.46666666666667,49.666666666666664,14.834893480913443,6.985510597464904
213,2019-04-01,8.031008333333332,16.416666666666664,16.124999999999996,2.3749999999999996,46.65,52.875,14.983056920765595,6.982577047061679
214,2019-05-01,8.051841666666666,16.4375,16.2,2.3749999999999996,43.95833333333333,55.72083333333333,15.092938906335336,6.996442045848268
215,2019-06-01,8.051841666666666,16.566666666666663,16.162499999999998,2.125,44.733333333333334,54.80416666666667,15.492201670914936,6.836331779737903
216,2019-07-01,8.051841666666666,16.5625,16.187499999999996,2.25,47.59166666666666,53.58333333333333,16.14698111983967,6.642739894657258
217,2019-08-01,8.051841666666666,16.7125,16.137499999999996,2.2083333333333335,47.11666666666667,54.675000000000004,16.813518426167274,6.528147327232943
218,2019-09-01,7.843508333333333,17.0875,15.820833333333331,1.5833333333333333,49.041666666666664,58.766666666666666,17.32566727595366,6.450235270561316
219,2019-10-01,7.7052125,17.2375,15.629166666666666,1.3750000000000002,53.875,57.98333333333333,17.20894988570202,6.449944256672428
220,2019-11-01,7.7473875,17.15833333333333,15.658333333333331,1.4166666666666667,56.133333333333326,54.262499999999996,17.358937752506826,6.439038299347158
221,2019-12-01,7.855908333333334,16.96666666666667,15.708333333333332,1.4166666666666667,53.949999999999996,54.83333333333333,18.257691353107933,6.286543899313555
222,2020-01-01,8.032774999999999,16.75,15.904166666666669,1.4166666666666667,48.9,55.862500000000004,19.32344089624936,6.114322964781746
223,2020-02-01,8.014304166666667,16.662499999999998,16.195833333333333,1.4166666666666667,45.333333333333336,55.93333333333333,19.93215237754416,5.980482961421531
